index,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Label,Preprocessed Review
53,54,B000G6RPMY,AQ9DWWYP2KJCQ,"Roel Trevino ""protomex""",0,0,3,1278028800,not ass kickin,we're used to spicy foods down here in south texas and these are not at all spicy.  doubt very much habanero is used at all.  could take it up a notch or two.,1,used spicy foods south texas spicy doubt much habanero used could take notch two
54,55,B002GWHC0G,A1ND7WC5LXOU48,"David Belton ""Proteus 1""",2,2,4,1322438400,Roasts up a smooth brew,"I roast at home with a stove-top popcorn popper (but I do it outside, of course). These beans (Coffee Bean Direct Green Mexican Altura) seem to be well-suited for this method. The first and second cracks are distinct, and I've roasted the beans from medium to slightly dark with great results every time. The aroma is strong and persistent. The taste is smooth, velvety, yet lively.",2,roast home stove top popcorn popper outside course beans coffee bean direct green mexican altura seem well suited method first second cracks distinct roasted beans medium slightly dark great results every time aroma strong persistent taste smooth velvety yet lively
55,56,B002GWHC0G,A2EFAW1P3DRXWO,TJ Fairfax,0,0,5,1349395200,Our guests love it!,"We roast these in a large cast iron pan on the grill (about 1/3 of the bag at a time).  The smell is wonderful and the roasted beans taste delicious too.  More importantly, the coffee is smooth; no bitter aftertaste.  On numerous occasions, we've had to send the roasted beans home with friends because they like it so much.",2,roast large cast iron pan grill bag time smell wonderful roasted beans taste delicious importantly coffee smooth bitter aftertaste numerous occasions send roasted beans home friends like much
56,57,B004N5KULM,A202WR509428VF,amateur amazon shopper,2,2,5,1322438400,Awesome Deal!,Deal was awesome!  Arrived before Halloween as indicated and was enough to satisfy trick or treaters.  I love the quality of this product and it was much less expensive than the local store's candy.,2,deal awesome arrived halloween indicated enough satisfy trick treaters love quality product much less expensive local store candy
57,58,B004N5KULM,ASCNNAJU6SXF8,S. Beck,1,1,5,1336176000,How can you go wrong!,"It is chocolate, what can I say.  Great variety of everything our family loves.  With a family of six it goes fast here.  Perfect variety.  Kit Kat, Reeses, take five and more.",2,chocolate say great variety everything family loves family six goes fast perfect variety kit kat reeses take five
58,59,B004N5KULM,A2A7KXM9B4XW90,"P. Kelso ""Amazon all the way!""",0,0,5,1320364800,Awsome - Kids in neighborhood loved us!,"Great product, nice combination of chocolates and perfect size!  The bags had plenty, and they were shipped promptly.  The kids in the neighborhood liked our candies!",2,great product nice combination chocolates perfect size bags plenty shipped promptly kids neighborhood liked candies
59,60,B004N5KULM,A2QOGOXPOVKAJG,mimimc,0,0,5,1320105600,great deal.,"Halloween is over but, I sent a bag to my daughters class for her share. The chocolate was fresh and enjoyed by many.",2,halloween sent bag daughters class share chocolate fresh enjoyed many
60,61,B004N5KULM,A1ZR8O62VSU4OK,"Lisa J. Szlosek ""lisa""",2,4,3,1318723200,Better price for this at Target,"Watch your prices with this.  While the assortment was good, and I did get this on a gold box purchase, the price for this was<br />$3-4 less at Target.",1,watch prices assortment good get gold box purchase price less target
61,62,B004N5KULM,A7ZK2A3VIW7X9,Peggy,0,2,5,1319414400,pretty expensive,"This bag of candy online is pretty expensive, it should be cheaper in order to compete with grocery stores, other than that, its a good combination of my favorite candy",2,bag candy online pretty expensive cheaper order compete grocery stores good combination favorite candy
62,63,B001EO5TPM,A1E09XGZUR78C6,gary sturrock,2,2,1,1215302400,stale product.,Arrived in 6 days and were so stale i could not eat any of the 6 bags!!,0,arrived days stale could eat bags
63,64,B005DUM9UQ,A3HR0ZZOFKQ97N,RLC,3,3,5,1333497600,Hammer Nutrition 's Fizz Rocks!,"I have used the endurolyte product for several years in both pill and powder form.  Long desert rides on the dirt bike always found my camelbak water heavily laced with the endurolyte powder, not overly tasty, but quite effective, as I never got a cramp on these several hundred mile rides.  Same for desert racing in the buggy, the camelbaks were always laced with the powder.  Now we have the Fizz...what a great product!  Firstly, its Hammer's endurolyte product so it's great, endurance athlete's the world over use their products. Second its convenient, handly tablets that dissovle in a fizz.  Third it tastes great! Imagine getting a nice cool drink when your body is starving for hydration and electrolytes and rather than getting a ""salty"" taste, you get a refreshing lemon-lime or mango!  The camelbaks always get the Fizz now.  I also drop a tablet in my bottled water whenever I exercise and have a nice flavored water chock full of electrolytes. I cannot recommend this product or any hammer product highly enough.",2,used endurolyte product several years pill powder form long desert rides dirt bike always found camelbak water heavily laced endurolyte powder overly tasty quite effective never got cramp several hundred mile rides desert racing buggy camelbaks always laced powder fizz great product firstly hammer endurolyte product great endurance athlete world use products second convenient handly tablets dissovle fizz third tastes great imagine getting nice cool drink body starving hydration electrolytes rather getting salty taste get refreshing lemon lime mango camelbaks always get fizz also drop tablet bottled water whenever exercise nice flavored water chock full electrolytes cannot recommend product hammer product highly enough
64,65,B005DUM9UQ,A2XIHNXODNZGV4,"ChemProf ""chem professor""",1,1,5,1333584000,great source of electrolytes,This product serves me well as a source of electrolytes during and after a long run or bike ride.<br />I have tried all of the flavors but really do like the grapefruit flavor... no after-taste and I actually like the slight carbonation.<br />I use other Hammer products and really like their whole product line.,2,product serves well source electrolytes long run bike ride tried flavors really like grapefruit flavor taste actually like slight carbonation use hammer products really like whole product line
65,66,B005DUM9UQ,A3TWF9DQ6MU87E,dhy4b,1,1,5,1331510400,Great for preventing cramps,This stuff really works for preventing cramping during the middle to latter stages of your rides. Pop 1 into each water bottle and you're set. Flavor is fine and goes down easy.,2,stuff really works preventing cramping middle latter stages rides pop water bottle set flavor fine goes easy
66,67,B005DUM9UQ,AEFIZIJ1FK1BK,Doug,0,0,5,1345161600,Low Carb Alternative to Gatorade,"For those of us on a low carb diet these little tablets are just the thing.<br /><br />Two years ago I started cycling again after many years but was having heart arrhythmia after longer rides in high heat.  I was drinking plain water but did a little research and thought electrolytes might be the issue.  Gatorade wasn't an option because it is so loaded with carbohydrates so I looked around for a low-carb alternative.  The ""zero carb"" sports drinks didn't help so what to do?  One day I ran across these at my bike shop so tried a tube of them.....voila!...problem solved!!<br /><br />I've shared them with two friends in particular whose problems with leg cramps were resolved while using these.<br /><br />These guys got it right -- they are superbly formulated and simply work.....",2,us low carb diet little tablets thing two years ago started cycling many years heart arrhythmia longer rides high heat drinking plain water little research thought electrolytes might issue gatorade option loaded carbohydrates looked around low carb alternative zero carb sports drinks help one day ran across bike shop tried tube voila problem solved shared two friends particular whose problems leg cramps resolved using guys got right superbly formulated simply work
67,68,B005DUM9UQ,A8OFFIAL6XTOH,Bill Shirer,0,1,2,1338422400,Taste is not so good.,"I purchased the Mango flavor, and to me it doesn't take like Mango at all.  There is no hint of sweetness, and unfortunately there is a hint or aftertaste almost like licorice.  I've been consuming various sports nutrition products for decades, so I'm familiar and have come to like the taste of the most of the products I've tried.  The mango flavor is one of the least appealing I've tasted.  It's not terrible, but it's bad enough that I notice the bad taste every sip I take.",0,purchased mango flavor take like mango hint sweetness unfortunately hint aftertaste almost like licorice consuming various sports nutrition products decades familiar come like taste products tried mango flavor one least appealing tasted terrible bad enough notice bad taste every sip take
68,69,B000E7VI7S,A1KL2LAW08X6UQ,calmnsense,0,0,3,1169251200,How much would you pay for a bag of chocolate pretzels?,"If you're impulsive like me, then $6 is ok. Don't get me wrong, the quality of these babies is very good and I have no complaints. But in retrospect, the price is a little ridiculous (esp. when you add on the shipping).",1,impulsive like ok get wrong quality babies good complaints retrospect price little ridiculous esp add shipping
69,70,B000E7VI7S,AWCBF2ZWIN57F,C. Salcido,0,2,5,1185753600,pretzel haven!,this was sooooo deliscious but too bad i ate em too fast and gained 2 pds! my fault,2,sooooo deliscious bad ate em fast gained pds fault
70,71,B001GVISJC,A27TKQHFW0FB5N,Chet,2,2,5,1254355200,Great Gummi!,"These Albanese gummi bears and rings and so on are very good and tasty and high quality. The bears even have little faces. At my local candy store this type of gummi stuff (bears, rings, snakes, balls, worms, whatever) are about $10/lb. These twin packs of 4.5 or 5 pound bags is a screaming deal as far as I'm concerned. I'm probably 50 pounds deep in these friggin' things. Consumed!",2,albanese gummi bears rings good tasty high quality bears even little faces local candy store type gummi stuff bears rings snakes balls worms whatever twin packs pound bags screaming deal far concerned probably pounds deep friggin things consumed
71,72,B001GVISJC,A3BDOAPSF96WGQ,2tall,1,1,5,1289260800,Bigger then other brands,"Grape gummy bears are hard to find in my area. In fact pretty much anyone I talk to about grape gummy bears they think I'm lying. So I bought 10lbs... : ) These bears are a little bit bigger then the other brands and have kind of sour kick, but nothing to strong. I love grape flavored candy/soda and these are pretty good. There is another company that makes grape gummy bears that are a little bit better in my opinion, but these are well worth it for the price. I like to use the gummy bears in home made Popsicles with flavored sports drink. The salt in the sports drink makes for softer popsicles, and the gummy bears are awesome frozen. They are delicious!",2,grape gummy bears hard find area fact pretty much anyone talk grape gummy bears think lying bought bears little bit bigger brands kind sour kick nothing strong love grape flavored candy soda pretty good another company makes grape gummy bears little bit better opinion well worth price like use gummy bears home made popsicles flavored sports drink salt sports drink makes softer popsicles gummy bears awesome frozen delicious
72,73,B006SQBRMA,ATYMT48R62ENE,Marie,0,0,5,1327017600,Best ever latice tart,"I ordered two of these and two of raspberry latice tarts directly from FantasiCakes website for a dinner party I was hosting. It arrived fresh and intact. Very good size. I froze half for later use. I am a pastry lover and these were the best I've ever tasted. The pastry was soft, the jam was really good and the taste was great. They were gone in no time. My guests were really impressed.",2,ordered two two raspberry latice tarts directly fantasicakes website dinner party hosting arrived fresh intact good size froze half later use pastry lover best ever tasted pastry soft jam really good taste great gone time guests really impressed
73,74,B0059WXJKM,A25VFHVGI4CFTP,Diana Robinson,0,1,1,1335744000,Warning!  WARNING!  -ALCOHOL SUGARS!,"Buyer Beware Please! This sweetener is not for everybody.  Maltitol is an alcohol sugar and can be undigestible in the body.  You will know a short time after consuming it if you are one of the unsuspecting many who cannot digest it by the extreme intestinal bloating and cramping and massive amounts of gas a person can experience. Nausea, diarrhea & headaches can also be experienced. I learned my lesson the hard way years ago when I fell in love with the sugar-free chocolates suzanne sommers used to sell.  I thought I'd found sugar-free chocolate nirvana at first taste but the bliss was short lived when the terrible side effects of maltitol kicked in.  The discomfort was unlike anything I had ever felt before.  I blew up like a balloon and had very painful abdominal cramping.  As the symptoms passed, this too was very unpleasant.  Though hard for me to believe a low calorie sweetener could be the culprit, all symptoms were gone when I stopped eating the chocolate. My hunch it had something to do with the maltitol were unfortunately confirmed for me about a year later when I purchased some delicious sugar-free popcorn at my local market.  The taste was amazing and while I was looking at the label wondering what could possibly make this yummy, new sugarfree treat taste so good, my heart sank when I followed the little asterisk next to sugarfree sweetener* down to the very bottom of the label and read ""maltitol"" in tiny little letters! Thank goodness I'd eaten only a little. I still ended up with all the same side-effects but for a much shorter duration. Some people can use maltitol to their heart's content but others, like me, can have a bad reaction to it. In case you're like me, ... it's not you ...it's the maltitol!",0,buyer beware please sweetener everybody maltitol alcohol sugar undigestible body know short time consuming one unsuspecting many cannot digest extreme intestinal bloating cramping massive amounts gas person experience nausea diarrhea headaches also experienced learned lesson hard way years ago fell love sugar free chocolates suzanne sommers used sell thought would found sugar free chocolate nirvana first taste bliss short lived terrible side effects maltitol kicked discomfort unlike anything ever felt blew like balloon painful abdominal cramping symptoms passed unpleasant though hard believe low calorie sweetener could culprit symptoms gone stopped eating chocolate hunch something maltitol unfortunately confirmed year later purchased delicious sugar free popcorn local market taste amazing looking label wondering could possibly make yummy new sugarfree treat taste good heart sank followed little asterisk next sugarfree sweetener bottom label read maltitol tiny little letters thank goodness would eaten little still ended side effects much shorter duration people use maltitol heart content others like bad reaction case like maltitol
74,75,B001EPPI84,A3Q0IDQ03S0158,Jen,0,0,2,1287705600,nothing special,It is okay.  I would not go out of my way to buy it again,0,okay would go way buy
75,76,B001EPPI84,A27TZ4WBU7N0YF,I. So,0,0,1,1275004800,No Tea Flavor,No tea flavor at all. Just whole brunch of artifial flavors. It is not returnable. I wasted 20+ bucks.,0,tea flavor whole brunch artifial flavors returnable wasted bucks
76,77,B004X2KR36,A2W3ABLWMJ84NS,Jessica Snyder,0,0,5,1348444800,Good,"These looked like a perfect snack to through in with my trail mix.  Unfortunately, they arrived in a solid mass of melted chocolate.  I left them in my pantry for a few days, and when I opened them at room temperature they were still gooey.  I through them in the fridge and I've been breaking off hunks ever since.  They taste good to me, but the chocolate is all grainy after melting and then solidifying again.  I won't order them online again, but if I see them in a store I would pick them up.",2,looked like perfect snack trail mix unfortunately arrived solid mass melted chocolate left pantry days opened room temperature still gooey fridge breaking hunks ever since taste good chocolate grainy melting solidifying order online see store would pick
77,78,B004X2KR36,A26M5O53PHZTKN,"Debs ""peanut""",0,0,5,1348185600,Taste great,These taste really good. I have been purchasing a different brand and these are very similar in taste and texture. I agree with the other reviewer regarding ordering in the summer. There is no insulating packaging with ice packs so they will melt in warm weather like all chocolate food items. Order in cold weather and buy enough to last!!!,2,taste really good purchasing different brand similar taste texture agree reviewer regarding ordering summer insulating packaging ice packs melt warm weather like chocolate food items order cold weather buy enough last
78,79,B004X2KR36,A2AB7M9UCNBVN7,sharonh4,0,0,3,1346976000,Order only in cold weather,"The taste was great, but the berries had melted.  May order again in winter. If you order in cold weather you should enjoy flavor.",1,taste great berries melted may order winter order cold weather enjoy flavor
79,80,B005R8JE8O,A3H1EQD2PBC085,jmc,0,0,5,1344902400,this is the best,"i know i cannot make tea this good.  granted, i am not from the south but i know i have never enjoyed tea that was this sweet without being too sweet.  it tastes crisp.",2,know cannot make tea good granted south know never enjoyed tea sweet without sweet tastes crisp
80,81,B0066DMI6Y,AB30HQTI5VOLR,Melinda Bishop,1,1,5,1325116800,Delicious!,This peppermint stick is delicious and fun to eat.  My dad got me one for Christmas because he remembered me having a similar one when I was a little girl.  I'm 30 now and I love it!,2,peppermint stick delicious fun eat dad got one christmas remembered similar one little girl love
81,82,B0066DMI6Y,AZLONLC8OZPEC,John W. Hollis,1,1,4,1324598400,Great,"Great gift for all ages! I purchased these giant canes before and the recipients loved them so much, they kept them and would not eat them.",2,great gift ages purchased giant canes recipients loved much kept would eat
82,83,B003ZFRKGO,A2VOZX7YBT0D6D,"Johnnycakes ""Johnnycakes""",15,15,5,1325635200,Forget Molecular Gastronomy - this stuff rockes a coffee creamer!,"I know the product title says Molecular Gastronomy, but don't let that scare you off.  I have been looking for this for a while now, not for food science, but for something more down to earth.  I use it to make my own coffee creamer.<br /><br />I have to have my coffee blonde and sweet - but the flavored creamers are full of the bad kinds of fat, and honestly, I hate to use manufactured ""food"" items.  I really don't think they are good for the body.  On the other hand, I hate using cold milk or cream, because I like HOT coffee.<br /><br />I stumbled across this on Amazon one day and got the idea of making my own creamer.  I also bought low-fat (non-instant) milk powder and regular milk powder. The non-instant lowfat milk is a little sweeter and tastes fresher than regular instant low-fat milk, but does not dissolve good in cold water - which is not a problem for hot coffee.  You will have to play with the ratios - I would not do just the heavy cream, it made the coffee too rich. Also, I think the powder is too expensive to just use on it's own. I like mixing 1/3 of each together.<br /><br />For flavoring, I bough cocoa bean powder, vanilla bean powder, and caster (superfine) sugar.  I mix up small batches along with spices like cinnamon and nutmeg to make my own flavored creamers.  If you wanted, you could use a fake sweetner powder instead.  I make up small amounts that I store in jelly canning jars. I also use my little food chopper/food processor to blend everything, so the sugar is not heavier and sinks to the bottom.  Let it settle for a bit before opening the top though.<br /><br />This stuff tastes WAY better than the storebought creamers and it is fun to experiment and come up with your own flavors.  I am going to try using some essential oils next and see if I can get a good chocolate/orange mix.<br /><br />All of the ingredients I mentioned are here online.  Take the time to experiment.  Maybe you don't use any low-fat milk. Or don't add any flavorings.  It is up to you.  Also, would make great housewarming/host(ess) gifts.<br /><br />I am sure other molecular people will be able to tell you more of what you can do with it, and I am sure I will experiment with it in cooking - but the main reason I bought it was to make my own creamer and it worked out great.",2,know product title says molecular gastronomy let scare looking food science something earth use make coffee creamer coffee blonde sweet flavored creamers full bad kinds fat honestly hate use manufactured food items really think good body hand hate using cold milk cream like hot coffee stumbled across amazon one day got idea making creamer also bought low fat non instant milk powder regular milk powder non instant lowfat milk little sweeter tastes fresher regular instant low fat milk dissolve good cold water problem hot coffee play ratios would heavy cream made coffee rich also think powder expensive use like mixing together flavoring bough cocoa bean powder vanilla bean powder caster superfine sugar mix small batches along spices like cinnamon nutmeg make flavored creamers wanted could use fake sweetner powder instead make small amounts store jelly canning jars also use little food chopper food processor blend everything sugar heavier sinks bottom let settle bit opening top though stuff tastes way better storebought creamers fun experiment come flavors going try using essential oils next see get good chocolate orange mix ingredients mentioned online take time experiment maybe use low fat milk add flavorings also would make great housewarming host ess gifts sure molecular people able tell sure experiment cooking main reason bought make creamer worked great
83,84,B0019CW0HE,A1FD9E5C06UB6B,BRENDA DEMERS,5,5,3,1301011200,Natural Balance Lamb and Rice,"While my dogs like all of the flavors that we have tried of this dog food, for some reason their itching increased when I tried the lamb and rice. I have some very itchy dogs and am giving them a limited ingredient dog food to try to help. The duck and sweet potato cut down on the itching significantly, but when we tried lamb and rice they started itching more once again. I like Natural Balance for the quality ingredients.",1,dogs like flavors tried dog food reason itching increased tried lamb rice itchy dogs giving limited ingredient dog food try help duck sweet potato cut itching significantly tried lamb rice started itching like natural balance quality ingredients
84,85,B0019CW0HE,AK2CXHH9VRZ2A,I. GLENN,4,4,3,1313193600,INCREASED MY DOGS ITCHING,"Awesome dog food. However, when given to my ""Boston"", who has severe reactions to some food ingredients; his itching increased to violent jumping out of bed at night, scratching. As soon as I changed to a different formula, the scratching stopped. So glad Natural Balance has other choices. I guess you have to try each, until you find what's best for your pet.",1,awesome dog food however given boston severe reactions food ingredients itching increased violent jumping bed night scratching soon changed different formula scratching stopped glad natural balance choices guess try find best pet
85,86,B0019CW0HE,A25BGFRHYHEZKK,Toby's mom,4,4,5,1292889600,Great food!,"We have three dogs and all of them love this food!  We bought it specifically for one of our dogs who has food allergies and it works great for him, no more hot spots or tummy problems.<br />I LOVE that it ships right to our door with free shipping.",2,three dogs love food bought specifically one dogs food allergies works great hot spots tummy problems love ships right door free shipping
86,87,B0019CW0HE,A37N9XZBB8JYOF,Ash52,1,1,5,1333670400,Great for my dogs allergies,"My dog has a ton of allergies both environmental and food. She was on a prescription dog food before we had her tested to see what allergies she has. After we got the test back, we learned she was allergic to something in the prescription brand. So I finally found this dog food and she has done so well on this! She still has her environmental triggers, but I am happy she can finally eat something I know won't cause her pain.",2,dog ton allergies environmental food prescription dog food tested see allergies got test back learned allergic something prescription brand finally found dog food done well still environmental triggers happy finally eat something know cause pain
87,88,B0019CW0HE,A1T4L0Q47OZ9N,Wendy,1,1,5,1320883200,Great for stomach problems!,My shepherd/collie mix has IBS.  Our vet recommended a limited ingredient food.  This has really helped her symptoms and she likes it.  I will always buy it from Amazon...it's $10 cheaper and free shipping!,2,shepherd collie mix ibs vet recommended limited ingredient food really helped symptoms likes always buy amazon cheaper free shipping
88,89,B0019CW0HE,A3IMXZE9FCUNOC,Dana,1,1,5,1311638400,Better life for you dog!,Natural Balance Dry Dog Food Lamb Meal and Brown Rice Recipe did wonders for my Jack Russell. She has awful food allergy's and this food was our last hope because it was the last food we could find that didn't have SOMETHING in it that she was allergic to. She has no problem eating it dry but normally I mix the Natural Balance Dry Lamb and Brown Rice with the Natural Balance Wet Lamb and Brown Rice.. she seems to like that better. We started feeding it to our other dog (a Bichon) too and she loves it. If your dog has allergy's or stomach issue.. or if you want your dog to eat better food-- this is it! You will see a difference in your pet.,2,natural balance dry dog food lamb meal brown rice recipe wonders jack russell awful food allergy food last hope last food could find something allergic problem eating dry normally mix natural balance dry lamb brown rice natural balance wet lamb brown rice seems like better started feeding dog bichon loves dog allergy stomach issue want dog eat better food see difference pet
89,90,B0019CW0HE,A1EC57S6C2VLTL,"Lorraine ""Agelechio""",0,0,5,1347408000,Great Food,"Great food! I love the idea of one food for all ages & breeds. t's a real convenience as well as a really good product.  My 3 dogs eat less, have almost no gas, their poop is regular and a perfect consistency, what else can a mom ask for!!",2,great food love idea one food ages breeds real convenience well really good product dogs eat less almost gas poop regular perfect consistency else mom ask
90,91,B0019CW0HE,A1OGD72Y2Y26CF,Lisas201,0,0,5,1335398400,Great food for my my dog who has a sensitive stomach.,I have a standard poodle and pomeranian who both do wonderful on this food. I have switched them to a different food (due to price) a couple of times and end up going right back to natural balance.,2,standard poodle pomeranian wonderful food switched different food due price couple times end going right back natural balance
91,92,B0019CW0HE,A7JWCYVPF7KCO,gare,0,0,5,1334966400,Great dog food,"This is great dog food, my dog has severs allergies and this brand is the only one that we can feed him.",2,great dog food dog severs allergies brand one feed
92,93,B0019CW0HE,ABG53EBZBKD23,"J. Romagnoli ""*jroma""",0,0,5,1333929600,Mmmmm  Mmmmm good.,This food is great - all ages dogs.  I have a 3 year old and a puppy.  They are both so soft and hardly ever get sick.  The food is good especially when you have Amazon Prime shipping  :),2,food great ages dogs year old puppy soft hardly ever get sick food good especially amazon prime shipping
93,94,B0019CW0HE,A3AF72GP4GVRY1,John D. Meara,0,0,5,1330041600,Great Dog Food!,"My golden retriever is one of the most picky dogs I've ever met.  After experimenting with various types of food, I have found she loves natural balance.  What I really like about natural balance is the fact that it has multiple flavors in dry and wet varieties.  I mix her dry food with a little wet food and my golden loves it.  Furthermore, I do like mixing up the flavors each time as I think the same meal day over day might get a little boring, so I figured why not.  I tend to stay away from the fish type though as it smells...<br /><br />Additionally, I started purchasing off Amazon because Petco didn't have the wet food box and only had a couple of cans.  I came home and to my surprise realized that I could save $20 each time I bought dog food if I just buy it off Amazon.<br /><br />All in all, I definitely recommend and give my stamp of approval to natural balance dog food.  While I have never eaten it, my dog seems to love it.",2,golden retriever one picky dogs ever met experimenting various types food found loves natural balance really like natural balance fact multiple flavors dry wet varieties mix dry food little wet food golden loves furthermore like mixing flavors time think meal day day might get little boring figured tend stay away fish type though smells additionally started purchasing amazon petco wet food box couple cans came home surprise realized could save time bought dog food buy amazon definitely recommend give stamp approval natural balance dog food never eaten dog seems love
94,95,B0019CW0HE,A1DJAAKLPCJRZD,wendy,0,0,5,1329609600,So convenient,This is the same food we get at pet store. But it's delivered to my door! And for the same price or slightly less.,2,food get pet store delivered door price slightly less
95,96,B0019CW0HE,A1BFNM27629VAV,E. Triebe,0,0,5,1320105600,Good healthy dog food,I've been very pleased with the Natural Balance dog food. Our dogs have had issues with other dog foods in the past and I had someone recommend Natural Balance grain free since it is possible they were allergic to grains. Since switching I haven't had any issues. It is also helpful that have have different kibble size for larger/smaller sized dogs.,2,pleased natural balance dog food dogs issues dog foods past someone recommend natural balance grain free since possible allergic grains since switching issues also helpful different kibble size larger smaller sized dogs
96,97,B0019CW0HE,A18AAABCIJKC5Q,Rhiever,0,0,5,1303776000,Great dog food,"My 1-1/2 year old basenji/jack russell mix loves this dog food. He's been noticeably healthier and more energetic since I switched him over from the standard dog foods earlier this year. Despite the higher cost of natural dog foods, I find that he eats significantly less of the Natural Balance dog foods and still stays happy and full. On the normal dog foods, he'd eat up to 3 cups of dog food a day (the recommended serving for his size), whereas he only eats about 1 cup to 1-1/2 cup of the Natural Balance dog food a day. When you take this into account, you're actually getting more ""bang for your buck"" with the natural dog foods since you don't have to buy as much to last just as long as the normal dog foods... and a healthier, happier dog, to boot! Add in the fact that you can get free, 2-day shipping with Amazon Prime... I'm sold!!",2,year old basenji jack russell mix loves dog food noticeably healthier energetic since switched standard dog foods earlier year despite higher cost natural dog foods find eats significantly less natural balance dog foods still stays happy full normal dog foods would eat cups dog food day recommended serving size whereas eats cup cup natural balance dog food day take account actually getting bang buck natural dog foods since buy much last long normal dog foods healthier happier dog boot add fact get free shipping amazon prime sold
97,98,B0019CW0HE,A3UII2114114PI,"FuNky Faja ""SiLkk""",0,0,5,1297296000,"Great allergy sensitive dog food, dogs love it",Our pup has experienced allergies in forms of hotspots and itching from other dog foods. The cheap 'you can buy it anywhere' food not only have crazy preservatives in them but can cause health problems for your pets.  This food works wonders on reducing allergies and our dog loves the food.<br />This message is RAMSEY FrAnkenSteiN approved.,2,pup experienced allergies forms hotspots itching dog foods cheap buy anywhere food crazy preservatives cause health problems pets food works wonders reducing allergies dog loves food message ramsey frankenstein approved
98,99,B0019CW0HE,ABZ9F0D94YK45,Amazon-tron 3000,0,0,5,1295308800,Perfect for our English Bulldog with Allergies,"My English Bulldog had skin allergies the summer we got him at age 3.  The vet recommended we wean him off the food his previous owner gave him (Iams Lamb and Rice) and onto a new kind.  This was the second one we tried, and it has been working ever since.  It's for dogs that need a limited diet who can be sensitive to additives and proteins commonly found in commercial dog food (like chicken or beef).",2,english bulldog skin allergies summer got age vet recommended wean food previous owner gave iams lamb rice onto new kind second one tried working ever since dogs need limited diet sensitive additives proteins commonly found commercial dog food like chicken beef
99,100,B0019CW0HE,A2P6ACFZ8FTNVV,Melissa Benjamin,0,1,1,1331164800,Bad,"I fed this to my Golden Retriever and he hated it.  He wouldn't eat it, and when he did, it gave him terrible diarrhea.  We will not be buying this again.  It's also super expensive.",0,fed golden retriever hated would eat gave terrible diarrhea buying also super expensive
100,101,B004K2IHUO,A1SYSKR79LA2CB,"Mycroft ""Virture is its own punishment""",4,5,5,1233014400,Taste wise it is a 6 star item,"The mouth says, ""How do I love thee, let me count the ways...""<br />If you like apple products a must have item.  The only draw back, shipping cost.  These are very heavy.",2,mouth says love thee let count ways like apple products must item draw back shipping cost heavy